-4.9970000000 	 -2.7920709456 	 -2.7920709288
-4.9850000000 	 -0.5701560578 	 -0.5701560523
-4.9730000000 	 -0.3235586447 	 -0.3235586419
-4.9610000000 	 -0.2289172860 	 -0.2289172843
-4.9490000000 	 -0.1789758340 	 -0.1789758330
-4.9370000000 	 -0.1481974648 	 -0.1481974612
-4.9250000000 	 -0.1273892287 	 -0.1273892261
-4.9130000000 	 -0.1124304450 	 -0.1124304431
-4.9010000000 	 -0.1011986087 	 -0.1011986073
-4.8890000000 	 -0.0924893148 	 -0.0924893137
-4.8770000000 	 -0.0855684209 	 -0.0855684201
-4.8650000000 	 -0.0799630588 	 -0.0799630582
-4.8530000000 	 -0.0753550080 	 -0.0753550076
-4.8410000000 	 -0.0715223551 	 -0.0715223548
-4.8290000000 	 -0.0683057186 	 -0.0683057185
-4.8170000000 	 -0.0655877641 	 -0.0655877641
-4.8050000000 	 -0.0632802714 	 -0.0632802845
-4.7930000000 	 -0.0613157633 	 -0.0613157753
-4.7810000000 	 -0.0596417707 	 -0.0596417817
-4.7690000000 	 -0.0582169995 	 -0.0582170097
-4.7570000000 	 -0.0570085807 	 -0.0570085903
-4.7450000000 	 -0.0559901100 	 -0.0559901190
-4.7330000000 	 -0.0551402172 	 -0.0551402257
-4.7210000000 	 -0.0544415078 	 -0.0544415158
-4.7090000000 	 -0.0538797686 	 -0.0538797762
-4.6970000000 	 -0.0534433643 	 -0.0534433717
-4.6850000000 	 -0.0531227756 	 -0.0531227827
-4.6730000000 	 -0.0529102410 	 -0.0529102477
-4.6610000000 	 -0.0527994785 	 -0.0527994851
-4.6490000000 	 -0.0527854685 	 -0.0527854749
-4.6370000000 	 -0.0528642823 	 -0.0528642885
-4.6250000000 	 -0.0530329493 	 -0.0530329554
-4.6130000000 	 -0.0532893525 	 -0.0532893585
-4.6010000000 	 -0.0536321490 	 -0.0536321549
-4.5890000000 	 -0.0540607096 	 -0.0540607154
-4.5770000000 	 -0.0545750756 	 -0.0545750814
-4.5650000000 	 -0.0551759297 	 -0.0551759354
-4.5530000000 	 -0.0558645799 	 -0.0558645856
-4.5410000000 	 -0.0566429553 	 -0.0566429610
-4.5290000000 	 -0.0575136123 	 -0.0575136181
-4.5170000000 	 -0.0584797521 	 -0.0584797580
