     1e-05    11.5129    11.5129    11.5129
   0.00101    6.89722    6.89722    6.89722
   0.00201    6.20846    6.20846    6.20846
   0.00301    5.80409    5.80409    5.80409
   0.00401    5.51666    5.51666    5.51666
   0.00501    5.29345    5.29345    5.29345
   0.00601    5.11089    5.11089    5.11089
   0.00701    4.95641    4.95641    4.95641
   0.00801    4.82249    4.82249    4.82249
   0.00901    4.70429    4.70429    4.70429
   0.01001    4.59847    4.59847    4.59847
   0.01101     4.5027     4.5027     4.5027
   0.01201     4.4152     4.4152     4.4152
   0.01301    4.33467    4.33467    4.33467
   0.01401    4.26006    4.26006    4.26006
   0.01501    4.19056    4.19056    4.19056
   0.01601    4.12551    4.12551    4.12551
   0.01701    4.06437    4.06437    4.06437
   0.01801     4.0067     4.0067     4.0067
   0.01901    3.95211    3.95211    3.95211
   0.02001     3.9003     3.9003     3.9003
   0.02101    3.85099    3.85099    3.85099
   0.02201    3.80395    3.80395    3.80395
   0.02301    3.75898    3.75898    3.75898
   0.02401    3.71589    3.71589    3.71589
   0.02501    3.67455    3.67455    3.67455
   0.02601    3.63481    3.63481    3.63481
   0.02701    3.59655    3.59655    3.59655
   0.02801    3.55966    3.55966    3.55966
   0.02901    3.52405    3.52405    3.52405
   0.03001    3.48963    3.48963    3.48963
   0.03101    3.45633    3.45633    3.45633
   0.03201    3.42406    3.42406    3.42406
   0.03301    3.39277    3.39277    3.39277
   0.03401    3.36241    3.36241    3.36241
   0.03501     3.3329     3.3329     3.3329
   0.03601    3.30422    3.30422    3.30422
   0.03701    3.27631    3.27631    3.27631
   0.03801    3.24913    3.24913    3.24913
   0.03901    3.22265    3.22265    3.22265
   0.04001    3.19682    3.19682    3.19682
   0.04101    3.17162    3.17162    3.17162
   0.04201    3.14702    3.14702    3.14702
   0.04301    3.12299    3.12299    3.12299
   0.04401    3.09949    3.09949    3.09949
   0.04501    3.07652    3.07652    3.07652
   0.04601    3.05404    3.05404    3.05404
   0.04701    3.03204    3.03204    3.03204
   0.04801    3.01049    3.01049    3.01049
   0.04901    2.98937    2.98937    2.98937
   0.05001    2.96867    2.96867    2.96867
   0.05101    2.94838    2.94838    2.94838
   0.05201    2.92847    2.92847    2.92847
   0.05301    2.90893    2.90893    2.90893
   0.05401    2.88975    2.88975    2.88975
   0.05501    2.87091    2.87091    2.87091
   0.05601    2.85241    2.85241    2.85241
   0.05701    2.83422    2.83422    2.83422
   0.05801    2.81635    2.81635    2.81635
   0.05901    2.79877    2.79877    2.79877
   0.06001    2.78148    2.78148    2.78148
   0.06101    2.76448    2.76448    2.76448
   0.06201    2.74774    2.74774    2.74774
   0.06301    2.73126    2.73126    2.73126
   0.06401    2.71504    2.71504    2.71504
   0.06501    2.69906    2.69906    2.69906
   0.06601    2.68332    2.68332    2.68332
   0.06701    2.66781    2.66781    2.66781
   0.06801    2.65253    2.65253    2.65253
   0.06901    2.63746    2.63746    2.63746
   0.07001    2.62261    2.62261    2.62261
   0.07101    2.60796    2.60796    2.60796
   0.07201    2.59351    2.59351    2.59351
   0.07301    2.57925    2.57925    2.57925
   0.07401    2.56519    2.56519    2.56519
   0.07501     2.5513     2.5513     2.5513
   0.07601     2.5376     2.5376     2.5376
   0.07701    2.52407    2.52407    2.52407
   0.07801    2.51071    2.51071    2.51071
   0.07901    2.49752    2.49752    2.49752
   0.08001    2.48449    2.48449    2.48449
   0.08101    2.47162    2.47162    2.47162
   0.08201     2.4589     2.4589     2.4589
   0.08301    2.44633    2.44633    2.44633
   0.08401    2.43391    2.43391    2.43391
   0.08501    2.42163    2.42163    2.42163
   0.08601    2.40949    2.40949    2.40949
   0.08701    2.39749    2.39749    2.39749
   0.08801    2.38562    2.38562    2.38562
   0.08901    2.37388    2.37388    2.37388
   0.09001    2.36227    2.36227    2.36227
   0.09101    2.35078    2.35078    2.35078
   0.09201    2.33942    2.33942    2.33942
   0.09301    2.32817    2.32817    2.32817
   0.09401    2.31705    2.31705    2.31705
   0.09501    2.30603    2.30603    2.30603
   0.09601    2.29513    2.29513    2.29513
   0.09701    2.28434    2.28434    2.28434
   0.09801    2.27366    2.27366    2.27366
   0.09901    2.26308    2.26308    2.26308
   0.10001    2.25261    2.25261    2.25261
   0.10101    2.24224    2.24224    2.24224
   0.10201    2.23196    2.23196    2.23196
   0.10301    2.22179    2.22179    2.22179
   0.10401    2.21171    2.21171    2.21171
   0.10501    2.20172    2.20172    2.20172
   0.10601    2.19183    2.19183    2.19183
   0.10701    2.18203    2.18203    2.18203
   0.10801    2.17231    2.17231    2.17231
   0.10901    2.16268    2.16268    2.16268
   0.11001    2.15314    2.15314    2.15314
   0.11101    2.14368    2.14368    2.14368
   0.11201    2.13431    2.13431    2.13431
   0.11301    2.12501    2.12501    2.12501
   0.11401     2.1158     2.1158     2.1158
   0.11501    2.10666    2.10666    2.10666
   0.11601     2.0976     2.0976     2.0976
   0.11701    2.08862    2.08862    2.08862
   0.11801    2.07971    2.07971    2.07971
   0.11901    2.07088    2.07088    2.07088
   0.12001    2.06211    2.06211    2.06211
   0.12101    2.05342    2.05342    2.05342
   0.12201     2.0448     2.0448     2.0448
   0.12301    2.03624    2.03624    2.03624
   0.12401    2.02776    2.02776    2.02776
   0.12501    2.01933    2.01933    2.01933
   0.12601    2.01098    2.01098    2.01098
   0.12701    2.00269    2.00269    2.00269
   0.12801    1.99446    1.99446    1.99446
